1.1407,2.1417,0.79498,2.3976,2.3455,0.70245
2.7259,1.2406,2.4345,1.3408,1.2214,2.4317
0.73,1.2257,0.98656,0.67098,0.78145,1.6122
3.5775,-2.0321,3.4651,-2.0582,-1.899,3.6811
2.3182,0.4002,2.0412,0.65838,0.64352,2.4636
2.2872,0.70011,2.5214,0.11762,0.23221,2.2946
2.7368,0.091293,2.7497,0.33781,0.50354,2.387
1.9479,0.75676,1.7471,0.9379,0.69939,1.9477
-0.014446,1.2664,-0.13475,1.3263,0.90157,0.076616
3.9706,-1.119,3.3687,-1.5735,-1.4457,3.7632
2.311,0.039146,2.469,-0.037816,0.043392,2.0702
0.68398,0.35463,0.74951,0.3319,-0.032661,0.043941
1.3319,0.13933,1.1809,-0.083787,0.047619,1.0464
3.5217,-0.42637,3.824,-0.34972,-0.8788,3.6617
1.8214,-0.50227,1.8221,-0.19943,-0.30247,1.8665
2.2969,0.21483,2.3571,0.16783,0.20144,2.6342
1.4734,-0.29876,1.2252,-0.21266,-0.079756,1.1852
0.75248,1.4714,1.0604,1.9556,1.8657,1.0659
1.8417,1.5296,1.8631,1.4138,1.4606,1.7853
1.5075,1.7908,1.6478,1.6361,1.7913,1.6576
2.2473,0.14478,2.2196,-0.12428,0.37389,1.5318
1.9002,-0.31706,1.5631,0.1199,-0.2061,1.8437
2.4961,1.0861,2.1914,0.85095,1.1841,1.9484
2.5692,0.15802,2.5472,-0.1237,-0.18824,2.0928
1.871,0.85619,1.979,0.984,0.51784,2.0215
2.9946,0.55411,2.97,0.48577,0.52994,2.7183
2.0197,1.7725,2.3359,1.948,1.6711,2.1589
0.99557,0.99386,1.1623,0.58735,0.59592,0.65186
1.3206,0.46063,1.3172,0.063596,0.70736,1.5589
2.6904,-0.024985,2.8212,0.027731,-0.28283,2.7746
2.4499,0.32738,2.4755,0.53907,0.72626,2.9215
2.6922,1.0204,2.706,0.79936,0.61043,2.9647
1.3778,1.1623,1.7296,1.0188,1.5056,1.5507
1.3623,0.65252,1.2417,0.86558,0.86423,1.2455
2.9662,0.11475,2.6702,0.19204,0.16084,2.6942
2.7667,0.45329,2.4809,0.37889,0.4417,2.8596
1.0862,1.3575,0.69914,1.252,1.5455,0.81364
0.88409,1.8204,0.87887,1.9503,1.5634,1.3261
3.0056,-0.41439,2.9263,0.20554,-0.61808,2.8945
2.7922,0.96722,2.8026,1.3416,1.2029,2.7417
2.0473,0.29517,1.611,0.34304,0.29642,1.5902
3.0528,0.59234,2.557,0.56916,0.51208,2.7058
2.2813,1.4139,2.2267,0.67663,1.1329,2.6595
1.6344,-0.058479,2.1185,0.038715,0.076553,2.2021
2.5388,0.46354,2.8735,0.51536,0.51435,2.6861
1.2863,1.9062,0.80341,2.3259,2.1537,1.3225
2.7202,1.2393,2.7913,0.93753,1.3564,2.7745
1.4403,0.088948,1.3898,-0.016734,-0.16069,1.2083
1.9025,-0.10748,1.8546,-0.18931,-0.22233,1.8563
2.2312,0.29901,2.4121,0.23591,0.21193,2.2006
0.15288,0.092198,-0.21857,0.31614,0.48379,-0.012557
1.6773,-0.35093,1.2493,-0.46742,-0.54094,1.5662
0.58821,0.60635,0.40955,0.48694,0.62516,0.52359
2.0737,0.62129,1.5727,0.8994,0.85539,1.9073
2.104,-0.019047,1.7068,-0.020823,-0.13759,1.9329
4.0108,1.0932,3.7775,0.96013,1.3663,3.8405
2.7488,0.3668,2.3941,0.50293,0.15274,2.8151
2.3957,0.79436,2.413,0.51198,0.06386,2.2168
0.85403,1.4374,0.82066,1.5671,1.4467,0.7826
1.9748,0.43764,1.9397,0.43955,0.014223,2.1863
3.1275,-0.18479,3.7696,-0.3336,0.14496,3.3604
0.90664,2.753,0.75964,2.6915,2.719,1.074
3.0683,0.3383,2.8349,0.72681,0.68184,2.963
1.0065,2.6823,0.73427,2.9293,2.8972,0.63292
2.3417,1.2009,2.3605,1.0562,1.0915,2.1485
2.4598,0.0012322,2.1658,0.069055,-0.28889,2.3023
0.60252,1.4253,0.61268,1.6392,1.6588,0.77581
2.0839,-0.66133,2.0656,-0.27619,-0.35055,2.3798
1.915,0.11631,2.0761,0.18845,-0.052633,1.8467
3.0519,-0.3852,2.9182,-0.36713,-0.36975,2.9661
2.1775,-0.80659,2.29,-0.62179,-0.45497,1.9727
1.586,0.64996,1.6445,0.89716,0.6692,1.4117
2.3314,0.043062,1.9027,-0.38104,0.13266,1.9376
1.9651,0.30243,1.7724,0.56728,0.64902,2.1066
0.42855,2.0815,0.22125,1.987,1.7508,0.5065
2.1328,-0.09741,2.2528,0.14913,0.47469,2.3842
1.6243,-0.79803,2.1559,-0.67644,-0.42926,2.2786
2.0635,-0.4067,1.7902,-0.052874,-0.23407,2.1368
1.5488,-0.049663,1.5688,-0.27338,-0.23938,1.7012
1.4272,0.2512,1.7516,0.68868,0.68258,2.1845
0.41137,3.1536,0.2646,2.6543,2.4874,0.1882
2.4811,-1.6788,2.6579,-1.6304,-1.5462,2.6625
0.90442,0.53976,1.0028,0.42998,0.64516,0.77314
1.2114,0.90243,1.4481,0.77264,0.55029,0.95348
2.9749,-0.15844,2.5254,-0.21126,0.0052051,2.9473
1.6118,1.1461,1.8878,0.90149,0.49294,1.3674
1.5645,1.8409,1.5628,1.6434,1.6523,1.5403
1.9256,-0.5801,1.8888,-0.65556,-0.4642,1.9107
1.3453,0.34665,1.4733,0.53807,0.22414,1.5316
0.48206,0.43188,0.79078,0.79402,0.85826,0.89312
3.4822,-1.0535,3.8034,-1.4461,-0.83716,3.6624
1.4193,0.33041,1.6609,0.22758,0.19263,1.8524
2.04,0.9518,2.0823,1.575,1.3687,1.6374
0.8649,0.6135,0.13666,1.0342,0.58723,-0.11343
1.6569,0.73721,1.5022,1.1042,0.84474,2.0674
2.2522,-1.9891,2.3477,-1.8911,-1.5474,2.5223
1.9723,-0.63003,1.9662,-0.20783,-0.48162,2.2192
0.97501,1.2754,0.94776,1.2492,1.1093,0.91507
2.0165,0.77356,1.9629,0.87707,1.1332,2.0545
2.949,-0.1355,2.5794,-0.095873,-0.50481,2.7045
2.6268,-1.0935,2.414,-1.4952,-1.2942,2.5576
1.8669,0.84117,2.1055,0.75243,0.88482,1.9785
2.0051,1.2664,1.7217,1.3144,1.6277,1.5937
2.1426,-0.14355,1.7918,-0.62881,0.10865,2.2782
1.335,1.9789,1.4785,1.499,1.2445,1.9293
2.4838,-0.17918,2.5247,-0.85011,-0.44684,2.424
0.82703,0.97001,0.85183,0.7373,0.84084,0.81882
1.5978,0.83651,1.7499,0.49934,0.99977,1.7497
0.55572,2.4392,0.50184,2.3719,2.1572,0.84413
1.3097,1.4879,1.5433,1.5685,1.0498,1.1367
2.4097,0.42425,2.6737,0.020912,0.1259,2.2174
3.2005,-0.33931,3.5949,-0.35262,-0.25408,3.0324
2.8195,-0.66755,2.715,-0.72595,-0.61204,2.9125
0.93439,2.0246,1.1047,1.9103,2.123,1.2618
1.9751,0.8337,1.8081,1.1136,1.1098,1.9289
1.4401,-0.10277,1.491,-0.26671,-0.44386,1.5188
1.6621,0.17364,1.4585,0.06926,0.18078,1.6446
2.881,0.88274,2.2589,0.39617,0.71738,2.5142
2.1618,0.26264,1.8566,0.1345,-0.051698,2.2964
0.81369,0.62705,0.99778,0.64038,0.87399,1.4047
1.6082,0.76528,1.8408,0.52024,0.67467,1.8521
1.9832,1.5267,1.8685,1.4237,1.2773,2.0305
1.1562,0.52255,1.1667,0.601,0.47297,0.7563
2.8362,-0.21656,3.1829,0.17116,0.08973,3.29
1.7343,1.9881,1.5111,1.6038,1.5907,1.2298
1.9469,0.88573,1.7574,0.92856,0.53379,2.1511
0.5095,1.0375,0.9835,1.1992,1.1937,0.9886
2.0217,-0.57301,2.1011,-0.56841,-0.56492,2.3762
1.3941,1.8826,1.3923,1.7376,1.4269,1.6116
1.136,1.9862,1.0495,1.758,2.2354,0.97545
0.59933,1.2844,1.1867,1.6365,1.6165,0.95086
2.3992,-0.019567,2.5231,-0.060228,0.026436,2.2654
4.0286,-1.33,4.0066,-1.2046,-1.0548,3.8493
1.8682,0.97423,1.6444,1.4182,1.0484,1.8575
2.8788,-0.027069,3.0343,0.20674,0.10111,3.1122
3.9025,-0.56715,3.6708,-0.5774,-0.98101,3.6535
2.788,-0.6178,3.0155,-1.0435,-0.63456,3.2845
3.5823,-0.68655,3.6807,-0.33225,-0.44033,4.0733
2.2564,1.5562,2.3981,1.9932,1.4754,2.3103
3.162,-0.083933,2.898,-0.56918,-0.54153,2.827
2.3554,0.77239,2.1799,0.9667,1.282,2.1035
0.38427,1.2726,0.71659,1.027,1.3117,0.76005
2.395,1.202,1.7652,0.76693,1.3126,1.8499
1.9903,-0.35165,1.9458,-0.3846,-0.54264,2.1406
3.7163,-1.2195,3.1479,-1.2363,-1.3377,3.3372
3.0719,-0.23049,3.4609,-0.041213,0.19724,3.0356
1.7127,0.20319,2.0297,0.17423,0.10385,1.7255
1.7741,-1.1748,2.2824,-1.3535,-1.6939,1.6616
0.61352,-0.0054753,0.84635,-0.048695,0.19545,1.1274
0.17964,0.71506,0.41795,1.2238,0.93077,0.054655
1.8352,1.0885,1.4675,1.0465,1.4029,2.0062
0.6284,1.0732,0.6553,1.0112,0.82353,0.80734
2.7077,-0.46043,2.6935,-0.42838,-0.34835,2.6591
1.4674,0.32895,1.367,0.19145,-0.0056834,1.4181
1.6816,2.2984,2.2499,2.1399,2.2353,1.6517
1.795,0.38978,1.5447,0.48242,0.079549,1.9136
0.88098,0.39281,1.2998,0.63313,0.87543,0.95343
2.2597,0.62321,1.9751,1.0152,0.29303,1.9666
2.2605,-1.3258,2.4943,-1.3548,-1.3327,2.7546
3.0989,-1.235,2.839,-0.87219,-1.0216,3.114
1.3742,1.0551,1.3246,1.2805,1.0689,1.4679
2.5468,1.8616,2.453,1.709,1.7393,2.8488
2.1634,0.50901,2.2395,-0.23065,0.1035,2.2741
2.4307,0.47819,2.5673,0.65873,0.36102,2.0671
1.985,1.4974,1.7789,1.0357,1.1824,1.9051
3.5195,0.11191,3.057,0.017535,0.27677,2.9311
0.78811,1.4902,0.66728,1.3825,1.2549,0.78243
4.1072,-1.4141,4.2703,-1.8678,-1.6679,4.1498
0.81271,-0.089985,0.78041,0.3124,-0.28033,0.98885
2.4605,0.31353,2.4678,0.33619,0.59384,2.4481
1.1063,0.62618,1.0511,0.66245,0.66598,1.3999
0.92074,1.4126,1.3991,1.1476,1.2593,1.0201
3.0023,-0.94775,2.9811,-0.32911,-0.14552,3.048
1.2904,-0.13923,1.9119,0.024918,0.07695,1.6277
2.5541,1.0182,2.4272,0.68666,0.6039,2.7835
2.0281,0.22552,1.8522,0.30791,0.020738,1.9427
2.5151,-0.37469,2.3862,-0.43137,-0.28475,2.4994
4.0166,-0.63064,3.2547,-0.95375,-0.34237,3.5004
3.2068,0.63995,3.1678,0.51693,0.54475,3.0535
2.7473,-0.26973,2.5503,-0.23508,-0.13292,2.3118
2.4275,-0.95089,2.4008,-1.156,-1.0344,2.676
2.8046,-0.27636,3.4354,-0.010272,0.18451,3.3879
0.99317,1.0658,0.85314,1.2625,0.98132,0.87596
1.1063,-0.18367,0.84804,-0.17464,-0.51225,0.83125
0.39767,1.5815,0.23492,1.1075,1.1809,0.41126
3.2764,0.4158,2.8573,0.49766,0.42254,3.0395
4.3479,-0.1952,4.2249,-0.18553,-0.51982,4.4033
3.6439,-0.60272,3.6925,-0.8296,-0.89918,3.5167
3.023,-0.44737,3.2322,-0.40328,-0.29465,2.5051
0.49099,0.50963,0.70052,0.018774,0.25321,0.37057
0.5827,0.28647,0.55849,0.037635,0.21698,0.61663
2.4841,0.53287,2.5629,0.56497,0.7423,2.5473
1.9655,0.31429,1.7231,0.052201,0.5142,1.7865
2.6612,-0.7515,2.2903,-0.71474,-0.52973,2.3996
3.0991,-1.1117,3.0989,-0.98086,-0.9093,2.8046
1.2646,0.32761,2.0419,0.28314,0.52038,2.0093
1.9909,0.23018,1.9871,0.22788,0.27466,1.9961
1.8755,-0.94137,2.6859,-0.76348,-0.95733,2.2953
2.2063,0.4071,2.3868,-0.24442,-0.3617,2.6097
0.61376,1.8345,0.72943,2.0388,1.9573,0.35592
1.7244,1.6021,1.6478,1.3483,1.0066,1.8976
1.2105,0.91497,1.4873,0.76307,0.6667,0.79021
1.5828,2.4096,1.5178,2.2657,2.4014,1.7268
1.9652,0.41982,1.7624,0.51947,0.75539,1.422
2.3911,0.50022,2.4886,1.1446,0.83272,2.324
3.1689,-0.9468,2.9066,-1.1963,-1.1347,2.7299
3.2997,0.28515,3.1293,0.68638,0.37595,3.3604
2.6132,-0.32934,2.7519,-0.51676,-0.76344,2.6615
1.5675,1.1171,1.6613,1.5393,1.411,1.7158
2.3985,-0.024902,2.0499,0.041204,-0.019603,2.504
3.6794,-0.61484,3.9374,-0.41691,-0.38625,3.5603
